funcid,dim,milestone,error
8,10,1,1.063043e+02
8,10,2,1.062025e+02
8,10,3,7.299307e+01
8,10,5,4.204733e+01
8,10,10,2.524089e+01
8,10,20,2.524089e+01
8,10,30,2.079238e+01
8,10,40,2.079238e+01
8,10,50,2.079238e+01
8,10,60,1.581615e+01
8,10,70,1.099494e+01
8,10,80,1.094457e+01
8,10,90,1.094457e+01
8,10,100,1.094457e+01
8,10,1,7.573234e+01
8,10,2,7.573234e+01
8,10,3,7.573234e+01
8,10,5,5.749492e+01
8,10,10,2.065398e+01
8,10,20,2.065398e+01
8,10,30,2.065398e+01
8,10,40,1.791196e+01
8,10,50,1.679922e+01
8,10,60,1.368584e+01
8,10,70,1.293514e+01
8,10,80,1.293474e+01
8,10,90,1.024074e+01
8,10,100,1.024074e+01
8,10,1,7.918679e+01
8,10,2,7.918679e+01
8,10,3,7.918679e+01
8,10,5,6.895632e+01
8,10,10,2.742889e+01
8,10,20,2.289200e+01
8,10,30,1.901941e+01
8,10,40,1.818369e+01
8,10,50,1.818369e+01
8,10,60,1.582952e+01
8,10,70,1.095437e+01
8,10,80,1.094473e+01
8,10,90,1.094473e+01
8,10,100,1.094473e+01
8,10,1,9.141116e+01
8,10,2,9.141116e+01
8,10,3,9.141116e+01
8,10,5,4.054223e+01
8,10,10,2.365876e+01
8,10,20,2.232965e+01
8,10,30,2.200635e+01
8,10,40,2.200635e+01
8,10,50,1.786199e+01
8,10,60,1.786199e+01
8,10,70,6.979074e+00
8,10,80,6.965594e+00
8,10,90,6.965594e+00
8,10,100,6.965594e+00
8,10,1,1.174938e+02
8,10,2,9.885033e+01
8,10,3,9.885033e+01
8,10,5,5.284653e+01
8,10,10,3.142554e+01
8,10,20,2.780154e+01
8,10,30,2.780154e+01
8,10,40,1.789187e+01
8,10,50,1.088245e+01
8,10,60,9.356346e+00
8,10,70,4.978019e+00
8,10,80,4.978019e+00
8,10,90,4.978019e+00
8,10,100,4.978019e+00
