funcid,dim,milestone,error
7,10,1,2.935899e+02
7,10,2,2.672945e+02
7,10,3,2.387070e+02
7,10,5,7.616540e+01
7,10,10,4.863404e+01
7,10,20,3.625987e+01
7,10,30,3.625987e+01
7,10,40,3.625987e+01
7,10,50,3.625987e+01
7,10,60,3.041037e+01
7,10,70,2.061936e+01
7,10,80,2.061936e+01
7,10,90,2.061936e+01
7,10,100,2.061936e+01
7,10,1,3.003995e+02
7,10,2,3.003995e+02
7,10,3,1.986500e+02
7,10,5,8.182349e+01
7,10,10,4.516406e+01
7,10,20,3.318761e+01
7,10,30,3.318761e+01
7,10,40,3.318761e+01
7,10,50,3.318761e+01
7,10,60,3.318761e+01
7,10,70,2.169462e+01
7,10,80,2.169462e+01
7,10,90,2.078994e+01
7,10,100,2.078994e+01
7,10,1,2.859047e+02
7,10,2,2.527325e+02
7,10,3,2.527325e+02
7,10,5,7.213584e+01
7,10,10,4.821947e+01
7,10,20,3.894697e+01
7,10,30,3.894697e+01
7,10,40,3.894697e+01
7,10,50,3.513864e+01
7,10,60,3.513864e+01
7,10,70,1.187618e+01
7,10,80,1.187618e+01
7,10,90,1.187618e+01
7,10,100,1.187618e+01
7,10,1,2.367643e+02
7,10,2,2.367643e+02
7,10,3,2.367643e+02
7,10,5,9.858676e+01
7,10,10,3.782168e+01
7,10,20,3.726478e+01
7,10,30,3.566599e+01
7,10,40,3.566599e+01
7,10,50,3.566599e+01
7,10,60,3.566599e+01
7,10,70,2.293626e+01
7,10,80,2.039622e+01
7,10,90,2.039622e+01
7,10,100,2.039622e+01
7,10,1,2.704546e+02
7,10,2,2.357626e+02
7,10,3,2.357626e+02
7,10,5,8.362349e+01
7,10,10,5.028590e+01
7,10,20,4.149894e+01
7,10,30,4.149894e+01
7,10,40,4.149894e+01
7,10,50,3.743344e+01
7,10,60,3.509911e+01
7,10,70,2.101512e+01
7,10,80,1.864613e+01
7,10,90,1.724016e+01
7,10,100,1.724016e+01
