funcid,dim,milestone,error
4,10,1,9.965916e+02
4,10,2,9.965916e+02
4,10,3,7.486653e+02
4,10,5,5.404076e+01
4,10,10,1.406298e+01
4,10,20,1.406298e+01
4,10,30,1.406298e+01
4,10,40,8.182670e+00
4,10,50,8.182670e+00
4,10,60,5.584384e+00
4,10,70,5.164559e+00
4,10,80,4.984099e+00
4,10,90,4.820810e+00
4,10,100,4.820810e+00
4,10,1,6.669754e+02
4,10,2,6.669754e+02
4,10,3,6.669754e+02
4,10,5,5.573291e+01
4,10,10,1.785395e+01
4,10,20,1.218384e+01
4,10,30,1.218384e+01
4,10,40,6.371838e+00
4,10,50,6.371838e+00
4,10,60,4.542188e+00
4,10,70,4.238881e+00
4,10,80,4.066136e+00
4,10,90,3.941518e+00
4,10,100,3.941518e+00
4,10,1,9.429678e+02
4,10,2,6.712386e+02
4,10,3,6.026213e+02
4,10,5,6.484928e+01
4,10,10,1.664052e+01
4,10,20,1.664052e+01
4,10,30,8.978862e+00
4,10,40,8.978862e+00
4,10,50,8.978862e+00
4,10,60,6.263124e+00
4,10,70,5.843505e+00
4,10,80,5.469310e+00
4,10,90,5.265816e+00
4,10,100,5.252195e+00
4,10,1,1.182315e+03
4,10,2,8.709219e+02
4,10,3,6.085736e+02
4,10,5,9.151640e+01
4,10,10,2.117663e+01
4,10,20,2.117663e+01
4,10,30,1.006979e+01
4,10,40,6.772028e+00
4,10,50,6.772028e+00
4,10,60,6.772028e+00
4,10,70,6.772028e+00
4,10,80,6.522910e+00
4,10,90,5.990422e+00
4,10,100,5.922869e+00
4,10,1,9.115738e+02
4,10,2,9.115738e+02
4,10,3,8.710663e+02
4,10,5,5.981192e+01
4,10,10,1.661306e+01
4,10,20,1.001674e+01
4,10,30,1.001674e+01
4,10,40,8.966379e+00
4,10,50,8.966379e+00
4,10,60,6.239703e+00
4,10,70,5.865613e+00
4,10,80,5.647645e+00
4,10,90,5.647645e+00
4,10,100,5.647645e+00
