funcid,dim,milestone,error
15,10,1,1.343096e+04
15,10,2,1.343096e+04
15,10,3,1.343096e+04
15,10,5,5.894583e+03
15,10,10,4.938198e+02
15,10,20,3.847629e+02
15,10,30,3.847629e+02
15,10,40,3.847629e+02
15,10,50,3.847629e+02
15,10,60,3.348575e+02
15,10,70,7.043744e+01
15,10,80,4.334154e+01
15,10,90,3.083777e+01
15,10,100,3.083777e+01
15,10,1,3.162673e+05
15,10,2,4.499760e+04
15,10,3,4.499760e+04
15,10,5,1.483884e+04
15,10,10,1.980070e+03
15,10,20,5.962328e+02
15,10,30,5.962328e+02
15,10,40,4.637861e+02
15,10,50,4.637861e+02
15,10,60,1.832795e+02
15,10,70,8.006066e+01
15,10,80,2.549661e+01
15,10,90,1.893223e+01
15,10,100,1.893202e+01
15,10,1,9.666178e+04
15,10,2,1.111912e+04
15,10,3,1.111912e+04
15,10,5,3.647250e+03
15,10,10,1.633624e+03
15,10,20,3.973815e+02
15,10,30,3.973815e+02
15,10,40,3.973815e+02
15,10,50,3.973815e+02
15,10,60,1.285965e+02
15,10,70,9.678021e+01
15,10,80,9.636993e+01
15,10,90,9.636151e+01
15,10,100,6.779146e+01
15,10,1,1.393006e+05
15,10,2,1.393006e+05
15,10,3,3.532367e+04
15,10,5,8.922258e+03
15,10,10,2.884936e+02
15,10,20,2.884936e+02
15,10,30,2.884936e+02
15,10,40,2.884936e+02
15,10,50,2.884936e+02
15,10,60,2.341075e+02
15,10,70,8.174458e+01
15,10,80,8.174458e+01
15,10,90,8.174458e+01
15,10,100,7.731647e+01
15,10,1,3.783581e+05
15,10,2,2.544537e+04
15,10,3,2.544537e+04
15,10,5,8.521169e+03
15,10,10,8.193396e+02
15,10,20,8.193396e+02
15,10,30,4.561623e+02
15,10,40,4.561623e+02
15,10,50,4.561623e+02
15,10,60,1.963268e+02
15,10,70,8.183590e+01
15,10,80,3.922536e+01
15,10,90,3.922536e+01
15,10,100,3.922536e+01
