funcid,dim,milestone,error
26,10,1,1.528997e+03
26,10,2,1.235074e+03
26,10,3,1.235074e+03
26,10,5,7.222060e+02
26,10,10,3.994300e+02
26,10,20,3.994300e+02
26,10,30,3.687016e+02
26,10,40,3.687016e+02
26,10,50,3.687016e+02
26,10,60,3.092339e+02
26,10,70,3.010007e+02
26,10,80,3.001907e+02
26,10,90,3.001907e+02
26,10,100,3.001907e+02
26,10,1,1.212432e+03
26,10,2,1.212432e+03
26,10,3,1.212432e+03
26,10,5,6.069411e+02
26,10,10,3.490870e+02
26,10,20,3.490870e+02
26,10,30,3.490870e+02
26,10,40,3.490870e+02
26,10,50,3.490870e+02
26,10,60,3.040070e+02
26,10,70,3.008804e+02
26,10,80,3.001689e+02
26,10,90,3.001689e+02
26,10,100,3.001689e+02
26,10,1,1.465425e+03
26,10,2,1.465425e+03
26,10,3,1.465425e+03
26,10,5,6.303308e+02
26,10,10,4.221824e+02
26,10,20,3.801844e+02
26,10,30,3.330244e+02
26,10,40,3.330244e+02
26,10,50,3.330244e+02
26,10,60,3.006171e+02
26,10,70,3.000842e+02
26,10,80,3.000842e+02
26,10,90,3.000662e+02
26,10,100,3.000662e+02
26,10,1,1.485658e+03
26,10,2,1.265798e+03
26,10,3,1.265798e+03
26,10,5,6.939329e+02
26,10,10,4.328822e+02
26,10,20,4.328822e+02
26,10,30,4.142636e+02
26,10,40,4.142636e+02
26,10,50,3.534978e+02
26,10,60,3.050189e+02
26,10,70,3.002914e+02
26,10,80,3.002914e+02
26,10,90,3.002914e+02
26,10,100,3.002914e+02
26,10,1,1.490271e+03
26,10,2,1.490271e+03
26,10,3,1.322501e+03
26,10,5,4.201904e+02
26,10,10,3.412452e+02
26,10,20,3.412452e+02
26,10,30,3.412452e+02
26,10,40,3.412452e+02
26,10,50,3.412452e+02
26,10,60,3.012732e+02
26,10,70,3.000434e+02
26,10,80,3.000434e+02
26,10,90,2.041018e+02
26,10,100,1.978276e+01
