funcid,dim,milestone,error
18,10,1,2.412395e+07
18,10,2,2.412395e+07
18,10,3,1.421736e+06
18,10,5,5.369862e+05
18,10,10,4.975602e+03
18,10,20,4.975602e+03
18,10,30,4.975602e+03
18,10,40,4.975602e+03
18,10,50,4.975602e+03
18,10,60,2.969366e+03
18,10,70,2.879352e+03
18,10,80,2.866143e+03
18,10,90,2.796823e+03
18,10,100,2.796823e+03
18,10,1,1.601389e+06
18,10,2,1.601389e+06
18,10,3,1.601389e+06
18,10,5,6.319063e+05
18,10,10,2.594067e+03
18,10,20,2.594067e+03
18,10,30,2.594067e+03
18,10,40,2.594067e+03
18,10,50,2.594067e+03
18,10,60,1.620082e+03
18,10,70,1.562582e+03
18,10,80,1.367023e+03
18,10,90,1.367023e+03
18,10,100,1.315882e+03
18,10,1,8.321556e+06
18,10,2,8.321556e+06
18,10,3,8.321556e+06
18,10,5,2.063038e+05
18,10,10,9.698707e+03
18,10,20,9.698707e+03
18,10,30,9.053549e+03
18,10,40,5.697715e+03
18,10,50,5.697715e+03
18,10,60,4.637923e+02
18,10,70,4.417468e+02
18,10,80,4.001904e+02
18,10,90,4.001904e+02
18,10,100,4.001904e+02
18,10,1,1.979563e+06
18,10,2,1.979563e+06
18,10,3,1.979563e+06
18,10,5,5.889603e+04
18,10,10,2.068793e+04
18,10,20,2.194280e+03
18,10,30,2.194280e+03
18,10,40,2.194280e+03
18,10,50,2.194280e+03
18,10,60,1.237375e+03
18,10,70,1.143536e+03
18,10,80,4.575778e+02
18,10,90,4.271834e+02
18,10,100,4.271834e+02
18,10,1,3.000395e+07
18,10,2,3.000395e+07
18,10,3,3.000395e+07
18,10,5,1.187706e+04
18,10,10,8.533835e+03
18,10,20,7.614742e+03
18,10,30,4.118605e+03
18,10,40,4.118605e+03
18,10,50,4.118605e+03
18,10,60,2.439506e+03
18,10,70,2.439506e+03
18,10,80,2.439506e+03
18,10,90,2.439506e+03
18,10,100,2.439506e+03
