funcid,dim,milestone,error
20,10,1,2.344707e+02
20,10,2,2.344707e+02
20,10,3,2.344707e+02
20,10,5,8.809566e+01
20,10,10,5.809154e+01
20,10,20,3.496350e+01
20,10,30,3.496350e+01
20,10,40,3.496350e+01
20,10,50,3.496350e+01
20,10,60,2.840155e+01
20,10,70,5.308975e+00
20,10,80,5.288903e+00
20,10,90,5.288903e+00
20,10,100,5.288903e+00
20,10,1,3.422105e+02
20,10,2,3.422105e+02
20,10,3,2.878372e+02
20,10,5,1.802135e+02
20,10,10,4.534674e+01
20,10,20,4.534674e+01
20,10,30,4.534674e+01
20,10,40,4.534674e+01
20,10,50,4.534674e+01
20,10,60,3.073295e+01
20,10,70,5.312321e+00
20,10,80,5.289419e+00
20,10,90,5.289419e+00
20,10,100,5.289419e+00
20,10,1,2.636229e+02
20,10,2,2.110801e+02
20,10,3,2.110801e+02
20,10,5,6.969350e+01
20,10,10,5.742998e+01
20,10,20,5.287396e+01
20,10,30,3.434802e+01
20,10,40,3.434802e+01
20,10,50,3.434802e+01
20,10,60,3.434802e+01
20,10,70,2.498343e+01
20,10,80,2.497660e+01
20,10,90,2.497660e+01
20,10,100,2.497660e+01
20,10,1,2.153047e+02
20,10,2,2.153047e+02
20,10,3,2.153047e+02
20,10,5,1.125191e+02
20,10,10,7.673894e+01
20,10,20,5.340053e+01
20,10,30,5.340053e+01
20,10,40,5.340053e+01
20,10,50,5.340053e+01
20,10,60,3.761697e+01
20,10,70,2.379395e+00
20,10,80,2.306975e+00
20,10,90,2.306975e+00
20,10,100,2.306975e+00
20,10,1,2.884078e+02
20,10,2,1.820279e+02
20,10,3,1.820279e+02
20,10,5,1.251735e+02
20,10,10,9.787490e+01
20,10,20,5.395003e+01
20,10,30,5.395003e+01
20,10,40,5.395003e+01
20,10,50,5.395003e+01
20,10,60,3.858381e+01
20,10,70,4.327717e+00
20,10,80,4.292584e+00
20,10,90,1.339915e+00
20,10,100,1.321799e+00
