funcid,dim,milestone,error
18,50,1,5.369052e+06
18,50,2,2.856919e+06
18,50,3,2.651389e+06
18,50,5,2.451056e+06
18,50,10,2.330540e+06
18,50,20,2.316106e+06
18,50,30,2.316106e+06
18,50,40,2.316106e+06
18,50,50,2.316106e+06
18,50,60,2.316106e+06
18,50,70,2.259759e+06
18,50,80,2.259759e+06
18,50,90,2.259759e+06
18,50,100,2.259759e+06
18,50,1,3.503094e+07
18,50,2,3.837041e+06
18,50,3,3.249775e+06
18,50,5,2.697902e+06
18,50,10,1.919519e+06
18,50,20,1.301983e+06
18,50,30,9.868228e+05
18,50,40,8.203874e+05
18,50,50,7.193273e+05
18,50,60,5.857352e+05
18,50,70,4.836933e+05
18,50,80,4.008756e+05
18,50,90,3.365273e+05
18,50,100,3.006352e+05
18,50,1,2.126436e+06
18,50,2,1.310621e+06
18,50,3,1.171026e+06
18,50,5,1.114909e+06
18,50,10,1.046856e+06
18,50,20,1.046856e+06
18,50,30,1.046856e+06
18,50,40,1.046856e+06
18,50,50,1.046856e+06
18,50,60,1.046856e+06
18,50,70,1.046856e+06
18,50,80,1.046856e+06
18,50,90,1.046856e+06
18,50,100,1.046856e+06
18,50,1,8.714231e+06
18,50,2,6.043362e+06
18,50,3,5.725820e+06
18,50,5,5.220286e+06
18,50,10,4.485093e+06
18,50,20,3.562638e+06
18,50,30,2.674332e+06
18,50,40,2.098428e+06
18,50,50,1.498873e+06
18,50,60,1.187203e+06
18,50,70,9.937148e+05
18,50,80,7.146093e+05
18,50,90,6.037559e+05
18,50,100,4.981903e+05
18,50,1,2.650427e+06
18,50,2,1.354023e+06
18,50,3,9.691653e+05
18,50,5,8.263864e+05
18,50,10,5.541162e+05
18,50,20,3.388855e+05
18,50,30,2.686978e+05
18,50,40,2.259487e+05
18,50,50,1.932014e+05
18,50,60,1.759326e+05
18,50,70,1.555837e+05
18,50,80,1.381883e+05
18,50,90,1.252346e+05
18,50,100,1.150970e+05
