funcid,dim,milestone,error
16,30,1,2.195469e+03
16,30,2,1.711933e+03
16,30,3,1.547569e+03
16,30,5,1.428970e+03
16,30,10,1.412077e+03
16,30,20,1.411092e+03
16,30,30,1.410529e+03
16,30,40,1.410344e+03
16,30,50,1.410328e+03
16,30,60,1.410328e+03
16,30,70,1.409981e+03
16,30,80,1.409826e+03
16,30,90,1.313132e+03
16,30,100,1.311579e+03
16,30,1,2.113627e+03
16,30,2,1.371449e+03
16,30,3,1.196102e+03
16,30,5,1.171704e+03
16,30,10,1.153793e+03
16,30,20,1.149115e+03
16,30,30,1.148621e+03
16,30,40,1.147905e+03
16,30,50,1.147707e+03
16,30,60,1.147707e+03
16,30,70,1.147707e+03
16,30,80,1.147707e+03
16,30,90,1.147707e+03
16,30,100,1.147707e+03
