funcid,dim,milestone,error
1,30,1,5.666016e+09
1,30,2,5.234048e+08
1,30,3,1.584551e+08
1,30,5,2.141179e+07
1,30,10,5.272091e+06
1,30,20,5.052906e+06
1,30,30,7.773312e+05
1,30,40,7.773312e+05
1,30,50,7.773312e+05
1,30,60,7.773312e+05
1,30,70,7.773312e+05
1,30,80,7.773312e+05
1,30,90,7.773312e+05
1,30,100,7.773312e+05
1,30,1,4.610703e+09
1,30,2,1.222741e+09
1,30,3,2.395916e+08
1,30,5,1.981711e+07
1,30,10,3.121195e+06
1,30,20,3.121195e+06
1,30,30,1.379040e+06
1,30,40,1.379040e+06
1,30,50,7.891531e+05
1,30,60,3.329348e+05
1,30,70,1.481710e+05
1,30,80,7.336538e+04
1,30,90,7.336538e+04
1,30,100,7.004015e+04
1,30,1,1.415358e+10
1,30,2,2.904605e+09
1,30,3,6.184215e+08
1,30,5,4.108947e+07
1,30,10,6.091152e+06
1,30,20,1.411409e+06
1,30,30,5.051143e+05
1,30,40,5.051143e+05
1,30,50,5.051143e+05
1,30,60,5.051143e+05
1,30,70,5.051143e+05
1,30,80,5.051143e+05
1,30,90,5.051143e+05
1,30,100,5.051143e+05
