funcid,dim,milestone,error
6,30,1,3.471448e+01
6,30,2,2.463418e+01
6,30,3,1.688520e+01
6,30,5,1.451773e+01
6,30,10,9.651411e+00
6,30,20,6.006594e+00
6,30,30,5.342495e+00
6,30,40,5.342495e+00
6,30,50,5.342495e+00
6,30,60,5.342495e+00
6,30,70,5.342495e+00
6,30,80,5.342495e+00
6,30,90,5.342495e+00
6,30,100,5.342495e+00
6,30,1,4.875764e+01
6,30,2,2.124860e+01
6,30,3,1.760061e+01
6,30,5,1.470770e+01
6,30,10,8.206987e+00
6,30,20,3.688130e+00
6,30,30,2.923434e+00
6,30,40,2.515747e+00
6,30,50,1.402340e+00
6,30,60,1.402340e+00
6,30,70,1.402340e+00
6,30,80,1.402340e+00
6,30,90,1.402340e+00
6,30,100,1.402340e+00
6,30,1,6.607960e+01
6,30,2,6.063276e+01
6,30,3,5.723019e+01
6,30,5,4.852914e+01
6,30,10,4.440734e+01
6,30,20,4.056774e+01
6,30,30,3.616526e+01
6,30,40,1.048211e+01
6,30,50,8.325523e+00
6,30,60,7.248144e+00
6,30,70,6.386237e+00
6,30,80,6.386237e+00
6,30,90,6.386237e+00
6,30,100,6.386237e+00
