funcid,dim,milestone,error
18,30,1,1.022459e+07
18,30,2,3.197010e+06
18,30,3,2.688909e+05
18,30,5,2.132961e+05
18,30,10,2.132961e+05
18,30,20,2.128559e+05
18,30,30,2.071929e+05
18,30,40,2.071929e+05
18,30,50,2.071929e+05
18,30,60,2.071929e+05
18,30,70,2.071929e+05
18,30,80,2.071929e+05
18,30,90,2.071929e+05
18,30,100,2.071929e+05
18,30,1,6.979511e+06
18,30,2,1.721180e+06
18,30,3,1.639279e+06
18,30,5,1.639279e+06
18,30,10,1.301717e+06
18,30,20,8.308611e+05
18,30,30,6.451957e+05
18,30,40,3.347725e+05
18,30,50,1.785073e+05
18,30,60,1.537781e+05
18,30,70,8.595071e+04
18,30,80,6.642999e+04
18,30,90,6.269438e+04
18,30,100,5.311069e+04
