funcid,dim,milestone,error
3,30,1,1.788270e+05
3,30,2,1.700313e+05
3,30,3,1.247764e+05
3,30,5,9.580065e+04
3,30,10,7.946769e+04
3,30,20,4.907655e+04
3,30,30,2.786368e+04
3,30,40,2.284590e+04
3,30,50,8.274646e+03
3,30,60,5.112188e+03
3,30,70,5.112188e+03
3,30,80,5.112188e+03
3,30,90,5.112188e+03
3,30,100,5.112188e+03
3,30,1,1.093046e+05
3,30,2,7.182170e+04
3,30,3,6.248766e+04
3,30,5,5.749050e+04
3,30,10,5.746733e+04
3,30,20,3.174131e+04
3,30,30,2.441270e+04
3,30,40,1.500499e+04
3,30,50,8.138834e+03
3,30,60,8.138834e+03
3,30,70,8.138834e+03
3,30,80,8.138834e+03
3,30,90,8.138834e+03
3,30,100,8.138834e+03
3,30,1,1.490906e+05
3,30,2,1.316313e+05
3,30,3,1.316313e+05
3,30,5,1.122060e+05
3,30,10,8.879084e+04
3,30,20,5.486038e+04
3,30,30,4.430481e+04
3,30,40,2.900793e+04
3,30,50,6.185926e+03
3,30,60,3.588965e+03
3,30,70,1.665220e+03
3,30,80,1.665220e+03
3,30,90,1.665220e+03
3,30,100,1.665220e+03
