funcid,dim,milestone,error
24,10,1,4.473856e+02
24,10,2,4.473856e+02
24,10,3,3.930959e+02
24,10,5,3.609755e+02
24,10,10,3.483678e+02
24,10,20,3.404314e+02
24,10,30,3.356469e+02
24,10,40,3.352462e+02
24,10,50,3.335451e+02
24,10,60,3.320177e+02
24,10,70,3.319409e+02
24,10,80,3.319409e+02
24,10,90,3.319409e+02
24,10,100,3.319409e+02
24,10,1,4.728637e+02
24,10,2,4.652769e+02
24,10,3,4.131361e+02
24,10,5,3.556776e+02
24,10,10,3.399911e+02
24,10,20,3.399911e+02
24,10,30,3.371451e+02
24,10,40,3.371451e+02
24,10,50,3.229543e+02
24,10,60,1.191023e+02
24,10,70,1.001956e+02
24,10,80,1.000120e+02
24,10,90,1.000020e+02
24,10,100,1.000016e+02
24,10,1,5.246525e+02
24,10,2,4.989589e+02
24,10,3,3.972437e+02
24,10,5,3.535102e+02
24,10,10,3.526298e+02
24,10,20,3.415357e+02
24,10,30,1.871112e+02
24,10,40,1.681719e+02
24,10,50,1.681719e+02
24,10,60,1.165257e+02
24,10,70,1.000651e+02
24,10,80,1.000054e+02
24,10,90,1.000039e+02
24,10,100,1.000009e+02
24,10,1,3.871023e+02
24,10,2,3.871023e+02
24,10,3,3.871023e+02
24,10,5,2.198817e+02
24,10,10,1.546939e+02
24,10,20,1.532193e+02
24,10,30,1.532193e+02
24,10,40,1.532193e+02
24,10,50,1.532193e+02
24,10,60,1.081857e+02
24,10,70,1.000818e+02
24,10,80,1.000159e+02
24,10,90,1.000037e+02
24,10,100,1.000003e+02
24,10,1,4.672796e+02
24,10,2,3.392450e+02
24,10,3,3.392450e+02
24,10,5,3.392450e+02
24,10,10,3.030661e+02
24,10,20,1.860419e+02
24,10,30,1.860419e+02
24,10,40,1.860419e+02
24,10,50,1.577739e+02
24,10,60,1.044125e+02
24,10,70,1.000620e+02
24,10,80,1.000105e+02
24,10,90,1.000046e+02
24,10,100,1.000005e+02
