funcid,dim,milestone,error
6,10,1,5.444560e+01
6,10,2,5.226801e+01
6,10,3,2.630905e+01
6,10,5,5.969503e+00
6,10,10,2.975592e+00
6,10,20,7.508718e-01
6,10,30,7.508718e-01
6,10,40,7.508718e-01
6,10,50,7.508718e-01
6,10,60,3.772942e-01
6,10,70,3.576800e-01
6,10,80,2.733864e-01
6,10,90,2.733864e-01
6,10,100,2.733864e-01
6,10,1,7.188265e+01
6,10,2,6.005556e+01
6,10,3,1.958086e+01
6,10,5,2.992180e+00
6,10,10,2.648566e+00
6,10,20,2.502122e+00
6,10,30,2.502122e+00
6,10,40,1.717125e+00
6,10,50,6.831858e-01
6,10,60,4.585076e-01
6,10,70,8.973947e-02
6,10,80,2.668510e-02
6,10,90,2.668510e-02
6,10,100,2.668510e-02
6,10,1,6.060152e+01
6,10,2,6.060152e+01
6,10,3,1.380685e+01
6,10,5,7.696562e+00
6,10,10,4.874226e+00
6,10,20,1.828137e+00
6,10,30,1.828137e+00
6,10,40,1.828137e+00
6,10,50,1.496504e+00
6,10,60,6.940969e-01
6,10,70,2.994052e-01
6,10,80,7.498313e-02
6,10,90,7.498313e-02
6,10,100,7.498313e-02
6,10,1,6.158919e+01
6,10,2,6.158919e+01
6,10,3,1.940392e+01
6,10,5,3.615665e+00
6,10,10,3.430860e+00
6,10,20,7.700089e-01
6,10,30,7.700089e-01
6,10,40,7.700089e-01
6,10,50,7.700089e-01
6,10,60,3.085827e-01
6,10,70,1.559808e-01
6,10,80,1.559808e-01
6,10,90,1.559808e-01
6,10,100,1.559808e-01
6,10,1,5.546398e+01
6,10,2,5.546398e+01
6,10,3,2.184583e+01
6,10,5,7.230309e+00
6,10,10,3.811281e+00
6,10,20,1.804733e+00
6,10,30,1.804733e+00
6,10,40,1.333764e+00
6,10,50,1.333764e+00
6,10,60,2.926698e-01
6,10,70,1.375364e-01
6,10,80,7.572649e-02
6,10,90,7.572649e-02
6,10,100,7.572649e-02
