funcid,dim,milestone,error
20,10,1,2.818485e+02
20,10,2,2.818485e+02
20,10,3,1.460998e+02
20,10,5,8.058964e+01
20,10,10,3.003097e+01
20,10,20,3.003097e+01
20,10,30,3.003097e+01
20,10,40,3.003097e+01
20,10,50,3.003097e+01
20,10,60,2.087942e+01
20,10,70,4.980888e+00
20,10,80,4.976050e+00
20,10,90,4.976050e+00
20,10,100,4.976050e+00
20,10,1,1.921540e+02
20,10,2,1.921540e+02
20,10,3,1.340096e+02
20,10,5,7.207264e+01
20,10,10,3.873004e+01
20,10,20,3.428806e+01
20,10,30,3.310420e+01
20,10,40,3.310420e+01
20,10,50,3.310420e+01
20,10,60,2.168322e+01
20,10,70,1.319811e+00
20,10,80,1.319811e+00
20,10,90,1.319811e+00
20,10,100,1.319811e+00
20,10,1,3.432857e+02
20,10,2,3.432857e+02
20,10,3,1.770651e+02
20,10,5,8.089656e+01
20,10,10,4.057340e+01
20,10,20,2.911943e+01
20,10,30,2.911943e+01
20,10,40,2.911943e+01
20,10,50,2.911943e+01
20,10,60,1.994935e+00
20,10,70,1.316382e+00
20,10,80,1.308833e+00
20,10,90,1.308833e+00
20,10,100,1.308833e+00
20,10,1,2.999533e+02
20,10,2,2.999533e+02
20,10,3,1.387579e+02
20,10,5,9.107170e+01
20,10,10,5.001352e+01
20,10,20,4.751847e+01
20,10,30,3.142544e+01
20,10,40,3.142544e+01
20,10,50,2.729427e+01
20,10,60,2.164182e+01
20,10,70,2.032183e+01
20,10,80,2.032063e+01
20,10,90,2.032063e+01
20,10,100,2.032063e+01
20,10,1,2.638854e+02
20,10,2,1.961843e+02
20,10,3,1.308742e+02
20,10,5,9.396474e+01
20,10,10,4.269226e+01
20,10,20,2.567360e+01
20,10,30,2.567360e+01
20,10,40,2.567360e+01
20,10,50,2.567360e+01
20,10,60,2.436945e+01
20,10,70,4.004674e+00
20,10,80,1.002071e+00
20,10,90,1.001143e+00
20,10,100,1.001143e+00
