funcid,dim,milestone,error
26,10,1,1.574261e+03
26,10,2,1.206877e+03
26,10,3,5.285178e+02
26,10,5,3.627869e+02
26,10,10,3.507111e+02
26,10,20,3.507111e+02
26,10,30,3.366506e+02
26,10,40,3.366506e+02
26,10,50,3.366506e+02
26,10,60,3.017735e+02
26,10,70,3.000546e+02
26,10,80,3.000164e+02
26,10,90,3.000020e+02
26,10,100,3.000005e+02
26,10,1,8.381721e+02
26,10,2,8.381721e+02
26,10,3,4.574819e+02
26,10,5,3.840292e+02
26,10,10,3.087366e+02
26,10,20,3.049534e+02
26,10,30,3.049534e+02
26,10,40,3.049534e+02
26,10,50,3.049534e+02
26,10,60,3.009206e+02
26,10,70,3.005513e+02
26,10,80,3.005513e+02
26,10,90,3.004394e+02
26,10,100,3.004394e+02
26,10,1,1.458806e+03
26,10,2,1.266411e+03
26,10,3,5.455410e+02
26,10,5,3.582823e+02
26,10,10,3.215586e+02
26,10,20,3.215586e+02
26,10,30,3.215586e+02
26,10,40,3.215586e+02
26,10,50,2.952361e+02
26,10,60,2.253485e+02
26,10,70,2.041807e+02
26,10,80,2.013797e+02
26,10,90,2.001311e+02
26,10,100,2.000023e+02
26,10,1,1.564402e+03
26,10,2,1.312196e+03
26,10,3,5.185098e+02
26,10,5,3.916615e+02
26,10,10,3.640259e+02
26,10,20,3.640259e+02
26,10,30,1.828507e+02
26,10,40,8.851409e+01
26,10,50,8.851409e+01
26,10,60,1.331272e+01
26,10,70,1.218572e+00
26,10,80,3.295464e-01
26,10,90,3.295464e-01
26,10,100,3.295464e-01
26,10,1,1.961627e+03
26,10,2,1.293030e+03
26,10,3,4.566516e+02
26,10,5,3.592779e+02
26,10,10,3.547257e+02
26,10,20,3.492801e+02
26,10,30,3.492801e+02
26,10,40,3.492801e+02
26,10,50,3.492801e+02
26,10,60,3.025876e+02
26,10,70,3.000317e+02
26,10,80,3.000268e+02
26,10,90,3.000268e+02
26,10,100,3.000268e+02
