funcid,dim,milestone,error
29,10,1,5.947206e+02
29,10,2,5.947206e+02
29,10,3,3.801334e+02
29,10,5,3.294243e+02
29,10,10,2.878882e+02
29,10,20,2.850195e+02
29,10,30,2.850195e+02
29,10,40,2.850195e+02
29,10,50,2.850195e+02
29,10,60,2.748930e+02
29,10,70,2.748930e+02
29,10,80,2.748930e+02
29,10,90,2.748930e+02
29,10,100,2.748930e+02
29,10,1,7.532722e+02
29,10,2,6.493652e+02
29,10,3,4.122698e+02
29,10,5,3.867779e+02
29,10,10,2.820675e+02
29,10,20,2.721615e+02
29,10,30,2.721615e+02
29,10,40,2.721615e+02
29,10,50,2.721615e+02
29,10,60,2.546279e+02
29,10,70,2.514691e+02
29,10,80,2.506991e+02
29,10,90,2.506262e+02
29,10,100,2.506262e+02
29,10,1,6.285312e+02
29,10,2,6.285312e+02
29,10,3,3.703791e+02
29,10,5,3.664525e+02
29,10,10,2.993800e+02
29,10,20,2.843284e+02
29,10,30,2.843284e+02
29,10,40,2.843284e+02
29,10,50,2.843284e+02
29,10,60,2.842841e+02
29,10,70,2.842841e+02
29,10,80,2.842841e+02
29,10,90,2.842841e+02
29,10,100,2.842841e+02
29,10,1,7.112683e+02
29,10,2,5.705977e+02
29,10,3,3.426531e+02
29,10,5,2.873189e+02
29,10,10,2.661245e+02
29,10,20,2.631201e+02
29,10,30,2.631201e+02
29,10,40,2.631201e+02
29,10,50,2.581106e+02
29,10,60,2.504302e+02
29,10,70,2.460776e+02
29,10,80,2.459258e+02
29,10,90,2.458570e+02
29,10,100,2.458570e+02
29,10,1,7.267285e+02
29,10,2,7.267285e+02
29,10,3,3.888719e+02
29,10,5,3.656452e+02
29,10,10,3.208157e+02
29,10,20,3.208157e+02
29,10,30,3.103971e+02
29,10,40,2.926800e+02
29,10,50,2.823204e+02
29,10,60,2.823204e+02
29,10,70,2.755874e+02
29,10,80,2.741106e+02
29,10,90,2.738994e+02
29,10,100,2.600150e+02
