funcid,dim,milestone,error
27,10,1,5.740408e+02
27,10,2,5.468108e+02
27,10,3,4.306136e+02
27,10,5,4.103412e+02
27,10,10,4.075996e+02
27,10,20,4.057883e+02
27,10,30,4.050212e+02
27,10,40,3.979931e+02
27,10,50,3.979931e+02
27,10,60,3.979931e+02
27,10,70,3.979931e+02
27,10,80,3.914892e+02
27,10,90,3.914051e+02
27,10,100,3.914051e+02
27,10,1,4.862683e+02
27,10,2,4.862683e+02
27,10,3,4.639604e+02
27,10,5,4.140590e+02
27,10,10,4.062939e+02
27,10,20,4.024448e+02
27,10,30,4.000264e+02
27,10,40,3.976932e+02
27,10,50,3.976932e+02
27,10,60,3.976932e+02
27,10,70,3.976932e+02
27,10,80,3.946543e+02
27,10,90,3.942293e+02
27,10,100,3.942293e+02
27,10,1,5.105195e+02
27,10,2,5.105195e+02
27,10,3,5.105195e+02
27,10,5,4.347489e+02
27,10,10,4.155335e+02
27,10,20,3.947451e+02
27,10,30,3.947451e+02
27,10,40,3.947451e+02
27,10,50,3.947451e+02
27,10,60,3.947451e+02
27,10,70,3.947451e+02
27,10,80,3.947451e+02
27,10,90,3.947451e+02
27,10,100,3.947451e+02
27,10,1,5.473008e+02
27,10,2,5.457915e+02
27,10,3,4.622070e+02
27,10,5,4.288728e+02
27,10,10,4.147168e+02
27,10,20,4.046435e+02
27,10,30,4.046435e+02
27,10,40,3.984887e+02
27,10,50,3.984887e+02
27,10,60,3.984887e+02
27,10,70,3.984887e+02
27,10,80,3.984887e+02
27,10,90,3.984887e+02
27,10,100,3.984887e+02
27,10,1,5.039500e+02
27,10,2,5.039500e+02
27,10,3,4.309095e+02
27,10,5,4.107765e+02
27,10,10,4.004197e+02
27,10,20,3.984979e+02
27,10,30,3.984979e+02
27,10,40,3.984979e+02
27,10,50,3.984979e+02
27,10,60,3.982401e+02
27,10,70,3.982401e+02
27,10,80,3.982401e+02
27,10,90,3.934541e+02
27,10,100,3.934541e+02
