funcid,dim,milestone,error
11,10,1,2.587743e+03
11,10,2,6.418455e+02
11,10,3,1.551650e+02
11,10,5,3.784297e+01
11,10,10,1.140972e+01
11,10,20,1.140972e+01
11,10,30,1.140972e+01
11,10,40,1.140972e+01
11,10,50,1.140972e+01
11,10,60,9.085607e+00
11,10,70,8.906708e+00
11,10,80,8.906708e+00
11,10,90,8.906708e+00
11,10,100,8.906708e+00
11,10,1,1.549615e+03
11,10,2,1.549615e+03
11,10,3,1.284203e+02
11,10,5,5.574008e+01
11,10,10,1.543186e+01
11,10,20,1.337919e+01
11,10,30,1.337919e+01
11,10,40,1.337919e+01
11,10,50,1.337919e+01
11,10,60,5.945518e+00
11,10,70,5.703144e+00
11,10,80,5.693056e+00
11,10,90,5.693056e+00
11,10,100,5.693056e+00
11,10,1,1.306749e+03
11,10,2,1.139951e+03
11,10,3,4.782329e+02
11,10,5,5.715279e+01
11,10,10,2.275638e+01
11,10,20,2.013971e+01
11,10,30,9.229259e+00
11,10,40,9.229259e+00
11,10,50,9.229259e+00
11,10,60,5.795007e+00
11,10,70,5.217486e+00
11,10,80,5.217486e+00
11,10,90,4.688456e+00
11,10,100,4.688456e+00
11,10,1,1.638217e+03
11,10,2,1.257316e+03
11,10,3,1.426914e+02
11,10,5,3.061013e+01
11,10,10,3.061013e+01
11,10,20,2.124131e+01
11,10,30,2.124131e+01
11,10,40,2.124131e+01
11,10,50,2.124131e+01
11,10,60,1.856156e+01
11,10,70,7.697892e+00
11,10,80,7.694006e+00
11,10,90,7.694006e+00
11,10,100,7.694006e+00
11,10,1,3.149662e+03
11,10,2,2.611356e+03
11,10,3,2.251561e+02
11,10,5,8.827028e+01
11,10,10,4.519139e+01
11,10,20,2.403869e+01
11,10,30,2.403869e+01
11,10,40,2.403869e+01
11,10,50,8.533995e+00
11,10,60,5.312365e+00
11,10,70,4.982096e+00
11,10,80,4.786731e+00
11,10,90,4.535557e+00
11,10,100,4.535557e+00
