funcid,dim,milestone,error
2,10,1,1.802605e+11
2,10,2,1.802605e+11
2,10,3,4.744752e+09
2,10,5,2.677705e+07
2,10,10,2.821022e+06
2,10,20,1.292210e+05
2,10,30,9.135000e+03
2,10,40,9.135000e+03
2,10,50,9.135000e+03
2,10,60,3.504000e+03
2,10,70,0.000000e+00
2,10,80,0.000000e+00
2,10,90,0.000000e+00
2,10,100,0.000000e+00
2,10,1,1.412331e+10
2,10,2,1.412331e+10
2,10,3,1.292197e+08
2,10,5,9.799550e+06
2,10,10,3.935541e+06
2,10,20,2.508200e+04
2,10,30,5.030000e+03
2,10,40,4.300000e+03
2,10,50,4.300000e+03
2,10,60,2.900000e+02
2,10,70,0.000000e+00
2,10,80,0.000000e+00
2,10,90,0.000000e+00
2,10,100,0.000000e+00
2,10,1,2.491087e+11
2,10,2,1.244077e+11
2,10,3,7.254198e+07
2,10,5,1.349587e+06
2,10,10,7.751700e+04
2,10,20,2.310000e+03
2,10,30,2.310000e+03
2,10,40,2.310000e+03
2,10,50,2.310000e+03
2,10,60,1.010000e+02
2,10,70,0.000000e+00
2,10,80,0.000000e+00
2,10,90,0.000000e+00
2,10,100,0.000000e+00
2,10,1,5.370585e+10
2,10,2,5.370585e+10
2,10,3,7.281765e+07
2,10,5,3.751562e+06
2,10,10,3.565100e+04
2,10,20,7.805000e+03
2,10,30,7.805000e+03
2,10,40,7.805000e+03
2,10,50,7.805000e+03
2,10,60,6.800000e+01
2,10,70,0.000000e+00
2,10,80,0.000000e+00
2,10,90,0.000000e+00
2,10,100,0.000000e+00
2,10,1,3.900447e+11
2,10,2,3.319884e+09
2,10,3,1.125987e+08
2,10,5,1.085577e+06
2,10,10,5.109800e+04
2,10,20,9.756000e+03
2,10,30,9.756000e+03
2,10,40,2.337000e+03
2,10,50,2.337000e+03
2,10,60,5.200000e+01
2,10,70,0.000000e+00
2,10,80,0.000000e+00
2,10,90,0.000000e+00
2,10,100,0.000000e+00
