funcid,dim,milestone,error
3,10,1,4.126608e+04
3,10,2,3.524194e+04
3,10,3,8.931111e+03
3,10,5,4.225256e+03
3,10,10,3.279011e+03
3,10,20,1.426586e+03
3,10,30,1.426586e+03
3,10,40,1.426586e+03
3,10,50,1.426586e+03
3,10,60,2.998842e+02
3,10,70,2.245656e+00
3,10,80,1.242722e-01
3,10,90,8.155939e-02
3,10,100,8.155939e-02
3,10,1,3.193661e+04
3,10,2,2.714678e+04
3,10,3,1.721935e+04
3,10,5,7.314351e+03
3,10,10,3.910828e+03
3,10,20,2.023544e+03
3,10,30,2.023544e+03
3,10,40,2.023544e+03
3,10,50,1.625090e+03
3,10,60,1.480194e+02
3,10,70,1.043134e+01
3,10,80,2.101753e+00
3,10,90,7.555398e-01
3,10,100,4.035322e-01
3,10,1,2.766556e+04
3,10,2,1.698037e+04
3,10,3,1.486613e+04
3,10,5,6.116643e+03
3,10,10,5.047975e+03
3,10,20,4.907084e+03
3,10,30,2.385460e+03
3,10,40,1.638951e+03
3,10,50,6.280683e+02
3,10,60,6.008917e+01
3,10,70,5.721377e+00
3,10,80,2.534135e+00
3,10,90,2.988575e-01
3,10,100,2.988575e-01
3,10,1,2.255384e+04
3,10,2,2.255384e+04
3,10,3,1.966024e+04
3,10,5,5.007396e+03
3,10,10,4.828903e+03
3,10,20,2.774258e+03
3,10,30,1.109737e+03
3,10,40,1.109737e+03
3,10,50,1.109737e+03
3,10,60,1.501896e+02
3,10,70,4.258713e+01
3,10,80,3.630023e+00
3,10,90,3.630023e+00
3,10,100,3.630023e+00
3,10,1,2.401540e+04
3,10,2,1.829343e+04
3,10,3,1.392111e+04
3,10,5,3.814808e+03
3,10,10,1.672172e+03
3,10,20,1.556155e+03
3,10,30,1.556155e+03
3,10,40,1.556155e+03
3,10,50,1.556155e+03
3,10,60,1.156941e+02
3,10,70,6.526537e+00
3,10,80,1.396386e+00
3,10,90,1.396386e+00
3,10,100,8.291334e-01
