funcid,dim,milestone,error
26,10,1,5.623171e+02
26,10,2,3.769882e+02
26,10,3,3.553591e+02
26,10,5,3.463195e+02
26,10,10,3.026461e+02
26,10,20,3.000560e+02
26,10,30,3.000560e+02
26,10,40,3.000560e+02
26,10,50,3.000560e+02
26,10,60,3.000560e+02
26,10,70,3.000560e+02
26,10,80,3.000560e+02
26,10,90,3.000560e+02
26,10,100,3.000056e+02
26,10,1,1.812739e+03
26,10,2,1.582913e+03
26,10,3,1.519413e+03
26,10,5,1.473183e+03
26,10,10,1.457519e+03
26,10,20,1.399599e+03
26,10,30,1.381540e+03
26,10,40,1.379823e+03
26,10,50,2.102914e+02
26,10,60,2.008336e+02
26,10,70,2.000663e+02
26,10,80,2.000105e+02
26,10,90,2.000017e+02
26,10,100,2.000017e+02
26,10,1,1.631638e+03
26,10,2,7.970092e+02
26,10,3,4.673424e+02
26,10,5,4.049758e+02
26,10,10,3.473577e+02
26,10,20,3.054431e+02
26,10,30,3.001464e+02
26,10,40,3.000827e+02
26,10,50,3.000732e+02
26,10,60,3.000732e+02
26,10,70,3.000732e+02
26,10,80,3.000732e+02
26,10,90,3.000543e+02
26,10,100,3.000543e+02
26,10,1,8.496422e+02
26,10,2,4.544404e+02
26,10,3,3.304201e+02
26,10,5,2.427650e+02
26,10,10,2.074995e+02
26,10,20,2.047749e+02
26,10,30,2.010203e+02
26,10,40,2.010203e+02
26,10,50,2.007721e+02
26,10,60,2.007721e+02
26,10,70,2.007721e+02
26,10,80,2.007721e+02
26,10,90,2.007721e+02
26,10,100,2.007721e+02
26,10,1,5.049582e+02
26,10,2,4.289368e+02
26,10,3,3.698332e+02
26,10,5,3.319615e+02
26,10,10,3.007233e+02
26,10,20,2.227192e+02
26,10,30,2.140030e+02
26,10,40,2.140030e+02
26,10,50,2.028461e+02
26,10,60,2.015510e+02
26,10,70,2.015510e+02
26,10,80,2.015510e+02
26,10,90,2.015510e+02
26,10,100,2.015510e+02
