funcid,dim,milestone,error
4,10,1,6.641778e+01
4,10,2,3.641932e+01
4,10,3,1.594911e+01
4,10,5,5.245380e+00
4,10,10,4.578887e+00
4,10,20,4.319249e+00
4,10,30,4.092566e+00
4,10,40,3.963436e+00
4,10,50,3.054927e+00
4,10,60,2.864130e+00
4,10,70,2.669084e+00
4,10,80,2.520841e+00
4,10,90,2.520841e+00
4,10,100,2.520841e+00
4,10,1,5.679707e+01
4,10,2,2.648686e+01
4,10,3,1.270263e+01
4,10,5,1.896140e+00
4,10,10,3.989171e-01
4,10,20,3.166071e-01
4,10,30,6.570964e-02
4,10,40,6.541357e-02
4,10,50,6.541357e-02
4,10,60,6.541357e-02
4,10,70,6.541357e-02
4,10,80,6.541357e-02
4,10,90,6.541357e-02
4,10,100,6.541357e-02
4,10,1,7.826871e+01
4,10,2,3.346030e+01
4,10,3,2.787752e+01
4,10,5,7.916934e+00
4,10,10,7.540300e+00
4,10,20,7.076361e+00
4,10,30,6.500655e+00
4,10,40,6.170907e+00
4,10,50,5.749771e+00
4,10,60,5.271993e+00
4,10,70,5.237605e+00
4,10,80,5.199512e+00
4,10,90,5.199512e+00
4,10,100,5.199512e+00
4,10,1,1.761043e+02
4,10,2,5.432818e+01
4,10,3,2.146192e+01
4,10,5,8.293390e+00
4,10,10,7.931677e+00
4,10,20,7.223544e+00
4,10,30,6.709668e+00
4,10,40,6.224934e+00
4,10,50,5.874279e+00
4,10,60,5.332435e+00
4,10,70,4.643768e+00
4,10,80,4.499282e+00
4,10,90,4.383717e+00
4,10,100,4.382432e+00
4,10,1,6.495160e+01
4,10,2,3.482710e+01
4,10,3,1.501350e+01
4,10,5,8.193701e+00
4,10,10,7.566640e+00
4,10,20,7.053548e+00
4,10,30,6.597004e+00
4,10,40,5.880715e+00
4,10,50,5.209146e+00
4,10,60,5.209146e+00
4,10,70,5.209146e+00
4,10,80,4.732999e+00
4,10,90,4.732999e+00
4,10,100,4.732999e+00
