funcid,dim,milestone,error
21,10,1,2.697201e+02
21,10,2,2.505572e+02
21,10,3,2.401827e+02
21,10,5,2.378804e+02
21,10,10,2.375153e+02
21,10,20,2.375061e+02
21,10,30,2.375049e+02
21,10,40,2.375031e+02
21,10,50,2.375031e+02
21,10,60,2.375031e+02
21,10,70,2.356590e+02
21,10,80,1.122305e+02
21,10,90,1.048256e+02
21,10,100,1.035544e+02
21,10,1,2.485964e+02
21,10,2,2.430279e+02
21,10,3,2.223207e+02
21,10,5,2.189935e+02
21,10,10,2.183006e+02
21,10,20,2.162298e+02
21,10,30,1.047888e+02
21,10,40,1.032899e+02
21,10,50,1.030412e+02
21,10,60,1.030136e+02
21,10,70,1.030136e+02
21,10,80,1.030136e+02
21,10,90,1.030136e+02
21,10,100,1.030136e+02
21,10,1,1.612665e+02
21,10,2,1.320792e+02
21,10,3,1.161143e+02
21,10,5,1.068258e+02
21,10,10,1.035460e+02
21,10,20,1.008252e+02
21,10,30,1.006327e+02
21,10,40,1.006327e+02
21,10,50,1.006327e+02
21,10,60,1.006327e+02
21,10,70,1.006327e+02
21,10,80,1.006327e+02
21,10,90,1.006327e+02
21,10,100,1.006327e+02
21,10,1,2.501892e+02
21,10,2,2.407388e+02
21,10,3,2.346485e+02
21,10,5,2.327919e+02
21,10,10,2.325774e+02
21,10,20,2.325552e+02
21,10,30,2.325512e+02
21,10,40,2.187131e+02
21,10,50,2.186929e+02
21,10,60,2.186929e+02
21,10,70,2.186929e+02
21,10,80,1.384860e+02
21,10,90,1.048479e+02
21,10,100,1.038497e+02
21,10,1,2.723009e+02
21,10,2,2.501740e+02
21,10,3,2.435310e+02
21,10,5,2.411396e+02
21,10,10,2.322063e+02
21,10,20,2.174742e+02
21,10,30,2.174208e+02
21,10,40,2.174208e+02
21,10,50,1.025289e+02
21,10,60,1.025289e+02
21,10,70,1.025289e+02
21,10,80,1.025289e+02
21,10,90,1.025289e+02
21,10,100,1.025289e+02
