funcid,dim,milestone,error
15,30,1,2.489211e+04
15,30,2,5.064969e+03
15,30,3,4.339942e+03
15,30,5,3.926847e+03
15,30,10,3.745393e+03
15,30,20,3.687160e+03
15,30,30,3.685908e+03
15,30,40,3.685657e+03
15,30,50,3.685560e+03
15,30,60,3.685500e+03
15,30,70,3.685421e+03
15,30,80,3.685390e+03
15,30,90,3.685346e+03
15,30,100,3.685218e+03
15,30,1,5.788431e+04
15,30,2,8.050393e+03
15,30,3,1.898959e+03
15,30,5,5.862909e+02
15,30,10,3.806775e+02
15,30,20,3.640419e+02
15,30,30,3.636941e+02
15,30,40,3.636941e+02
15,30,50,3.636941e+02
15,30,60,3.636941e+02
15,30,70,3.636941e+02
15,30,80,3.636941e+02
15,30,90,3.636941e+02
15,30,100,3.636941e+02
15,30,1,6.704304e+04
15,30,2,1.532331e+04
15,30,3,8.891503e+03
15,30,5,6.932090e+03
15,30,10,6.773108e+03
15,30,20,6.728247e+03
15,30,30,6.726499e+03
15,30,40,6.726499e+03
15,30,50,6.726499e+03
15,30,60,6.726499e+03
15,30,70,6.726499e+03
15,30,80,6.726499e+03
15,30,90,6.726499e+03
15,30,100,6.726499e+03
15,30,1,2.001244e+04
15,30,2,5.007544e+03
15,30,3,1.911249e+03
15,30,5,1.111555e+03
15,30,10,1.028569e+03
15,30,20,1.027685e+03
15,30,30,1.027161e+03
15,30,40,1.027019e+03
15,30,50,1.027019e+03
15,30,60,1.027019e+03
15,30,70,1.027019e+03
15,30,80,1.027019e+03
15,30,90,1.027019e+03
15,30,100,1.027019e+03
15,30,1,4.435544e+04
15,30,2,3.066499e+04
15,30,3,2.438832e+04
15,30,5,2.282861e+04
15,30,10,2.264582e+04
15,30,20,2.259786e+04
15,30,30,2.257970e+04
15,30,40,2.257286e+04
15,30,50,2.256821e+04
15,30,60,2.256821e+04
15,30,70,2.256821e+04
15,30,80,2.256821e+04
15,30,90,2.256821e+04
15,30,100,2.256821e+04
