funcid,dim,milestone,error
28,30,1,1.088202e+03
28,30,2,6.923171e+02
28,30,3,5.881930e+02
28,30,5,5.162104e+02
28,30,10,4.653028e+02
28,30,20,4.178985e+02
28,30,30,4.098639e+02
28,30,40,4.072996e+02
28,30,50,4.048846e+02
28,30,60,4.023071e+02
28,30,70,3.996784e+02
28,30,80,3.971613e+02
28,30,90,3.929827e+02
28,30,100,3.630442e+02
28,30,1,9.148452e+02
28,30,2,6.218292e+02
28,30,3,5.474770e+02
28,30,5,4.802039e+02
28,30,10,4.580594e+02
28,30,20,4.126802e+02
28,30,30,4.110964e+02
28,30,40,4.088772e+02
28,30,50,4.061499e+02
28,30,60,4.045722e+02
28,30,70,4.028714e+02
28,30,80,3.977636e+02
28,30,90,3.912751e+02
28,30,100,3.821093e+02
28,30,1,8.420440e+02
28,30,2,6.022075e+02
28,30,3,5.473059e+02
28,30,5,5.165547e+02
28,30,10,4.874173e+02
28,30,20,4.159996e+02
28,30,30,4.139309e+02
28,30,40,4.121639e+02
28,30,50,4.111825e+02
28,30,60,4.103316e+02
28,30,70,4.097480e+02
28,30,80,4.092658e+02
28,30,90,4.088751e+02
28,30,100,4.085459e+02
28,30,1,1.649130e+03
28,30,2,9.647899e+02
28,30,3,6.843985e+02
28,30,5,5.307928e+02
28,30,10,4.215320e+02
28,30,20,4.036182e+02
28,30,30,4.020292e+02
28,30,40,3.995365e+02
28,30,50,3.962601e+02
28,30,60,3.927985e+02
28,30,70,3.882618e+02
28,30,80,3.295199e+02
28,30,90,3.018449e+02
28,30,100,3.000746e+02
28,30,1,7.876584e+02
28,30,2,6.033553e+02
28,30,3,5.526090e+02
28,30,5,4.727013e+02
28,30,10,4.116471e+02
28,30,20,4.000304e+02
28,30,30,3.954439e+02
28,30,40,3.904982e+02
28,30,50,3.787314e+02
28,30,60,3.016858e+02
28,30,70,3.000551e+02
28,30,80,3.000380e+02
28,30,90,3.000346e+02
28,30,100,3.000222e+02
