funcid,dim,milestone,error
24,30,1,7.232585e+02
24,30,2,6.744267e+02
24,30,3,6.693898e+02
24,30,5,6.685404e+02
24,30,10,6.685006e+02
24,30,20,6.684961e+02
24,30,30,6.684961e+02
24,30,40,6.684960e+02
24,30,50,6.684960e+02
24,30,60,6.684959e+02
24,30,70,6.684954e+02
24,30,80,6.684954e+02
24,30,90,6.684954e+02
24,30,100,6.684954e+02
24,30,1,6.605250e+02
24,30,2,6.176304e+02
24,30,3,6.047935e+02
24,30,5,6.030852e+02
24,30,10,6.029589e+02
24,30,20,6.029585e+02
24,30,30,6.029571e+02
24,30,40,6.029568e+02
24,30,50,6.029563e+02
24,30,60,6.029563e+02
24,30,70,6.029563e+02
24,30,80,6.029563e+02
24,30,90,6.029563e+02
24,30,100,6.029563e+02
24,30,1,7.520434e+02
24,30,2,7.264456e+02
24,30,3,7.239139e+02
24,30,5,7.232826e+02
24,30,10,7.232245e+02
24,30,20,7.232228e+02
24,30,30,7.232219e+02
24,30,40,7.232207e+02
24,30,50,7.232207e+02
24,30,60,7.232207e+02
24,30,70,7.232207e+02
24,30,80,7.232207e+02
24,30,90,7.232207e+02
24,30,100,7.232207e+02
24,30,1,6.863617e+02
24,30,2,6.358425e+02
24,30,3,6.332465e+02
24,30,5,6.328735e+02
24,30,10,6.328400e+02
24,30,20,6.328393e+02
24,30,30,6.328393e+02
24,30,40,6.328393e+02
24,30,50,6.328393e+02
24,30,60,6.328393e+02
24,30,70,6.328393e+02
24,30,80,6.328393e+02
24,30,90,6.328393e+02
24,30,100,6.328393e+02
24,30,1,7.361248e+02
24,30,2,6.969162e+02
24,30,3,6.908027e+02
24,30,5,6.896745e+02
24,30,10,6.895251e+02
24,30,20,6.895233e+02
24,30,30,6.895230e+02
24,30,40,6.895228e+02
24,30,50,6.895228e+02
24,30,60,6.895228e+02
24,30,70,6.895228e+02
24,30,80,6.895228e+02
24,30,90,6.895228e+02
24,30,100,6.895228e+02
