funcid,dim,milestone,error
9,30,1,1.925161e+03
9,30,2,9.437585e+02
9,30,3,7.018467e+02
9,30,5,6.251423e+02
9,30,10,5.830280e+02
9,30,20,5.284681e+02
9,30,30,5.251233e+02
9,30,40,5.248108e+02
9,30,50,5.248108e+02
9,30,60,5.235158e+02
9,30,70,5.235158e+02
9,30,80,5.235158e+02
9,30,90,5.235158e+02
9,30,100,5.235158e+02
9,30,1,2.236428e+03
9,30,2,1.103849e+03
9,30,3,7.447843e+02
9,30,5,6.876971e+02
9,30,10,6.759012e+02
9,30,20,6.271265e+02
9,30,30,6.267673e+02
9,30,40,6.192157e+02
9,30,50,6.192157e+02
9,30,60,6.185906e+02
9,30,70,6.181485e+02
9,30,80,6.181485e+02
9,30,90,6.149661e+02
9,30,100,6.149661e+02
9,30,1,1.643963e+03
9,30,2,9.372370e+02
9,30,3,7.390258e+02
9,30,5,6.749341e+02
9,30,10,6.237297e+02
9,30,20,5.930147e+02
9,30,30,5.907699e+02
9,30,40,5.907699e+02
9,30,50,5.907699e+02
9,30,60,5.907699e+02
9,30,70,5.907699e+02
9,30,80,5.907699e+02
9,30,90,5.907699e+02
9,30,100,5.892118e+02
9,30,1,2.063737e+03
9,30,2,1.300154e+03
9,30,3,1.166923e+03
9,30,5,1.013132e+03
9,30,10,9.460813e+02
9,30,20,8.664306e+02
9,30,30,8.539387e+02
9,30,40,8.424700e+02
9,30,50,8.421019e+02
9,30,60,8.420296e+02
9,30,70,8.419998e+02
9,30,80,8.419490e+02
9,30,90,8.419147e+02
9,30,100,8.418917e+02
9,30,1,2.144470e+03
9,30,2,1.624380e+03
9,30,3,1.252541e+03
9,30,5,1.218839e+03
9,30,10,1.163535e+03
9,30,20,1.155998e+03
9,30,30,1.153060e+03
9,30,40,1.051004e+03
9,30,50,1.000964e+03
9,30,60,9.984272e+02
9,30,70,9.859819e+02
9,30,80,9.850009e+02
9,30,90,9.159375e+02
9,30,100,8.888012e+02
