funcid,dim,milestone,error
28,30,1,8.640053e+02
28,30,2,4.785498e+02
28,30,3,4.780638e+02
28,30,5,4.763801e+02
28,30,10,4.593714e+02
28,30,20,4.507402e+02
28,30,30,4.496495e+02
28,30,40,4.490190e+02
28,30,50,4.481824e+02
28,30,60,4.403996e+02
28,30,70,4.036231e+02
28,30,80,3.996303e+02
28,30,90,3.425458e+02
28,30,100,3.338391e+02
28,30,1,8.852772e+02
28,30,2,4.530577e+02
28,30,3,4.250012e+02
28,30,5,4.237259e+02
28,30,10,4.173293e+02
28,30,20,4.116853e+02
28,30,30,4.083511e+02
28,30,40,4.060768e+02
28,30,50,4.042379e+02
28,30,60,4.031548e+02
28,30,70,4.023763e+02
28,30,80,4.018490e+02
28,30,90,4.006645e+02
28,30,100,3.996307e+02
28,30,1,9.282210e+02
28,30,2,4.165091e+02
28,30,3,4.165091e+02
28,30,5,4.165091e+02
28,30,10,4.165091e+02
28,30,20,3.718125e+02
28,30,30,3.709738e+02
28,30,40,3.703159e+02
28,30,50,3.694856e+02
28,30,60,3.654476e+02
28,30,70,3.448144e+02
28,30,80,3.332377e+02
28,30,90,3.199678e+02
28,30,100,3.116764e+02
28,30,1,1.237748e+03
28,30,2,4.811478e+02
28,30,3,4.788188e+02
28,30,5,4.753142e+02
28,30,10,4.009412e+02
28,30,20,3.991715e+02
28,30,30,3.982970e+02
28,30,40,3.974593e+02
28,30,50,3.965460e+02
28,30,60,3.960012e+02
28,30,70,3.955333e+02
28,30,80,3.950022e+02
28,30,90,3.946502e+02
28,30,100,3.943030e+02
28,30,1,1.011386e+03
28,30,2,4.760165e+02
28,30,3,4.760165e+02
28,30,5,4.554253e+02
28,30,10,4.035962e+02
28,30,20,3.996401e+02
28,30,30,3.969018e+02
28,30,40,3.955367e+02
28,30,50,3.945484e+02
28,30,60,3.933985e+02
28,30,70,3.916983e+02
28,30,80,3.864163e+02
28,30,90,3.016023e+02
28,30,100,3.001879e+02
