funcid,dim,milestone,error
12,30,1,1.613383e+08
12,30,2,2.633684e+07
12,30,3,2.633684e+07
12,30,5,2.201251e+07
12,30,10,4.150068e+06
12,30,20,2.833835e+06
12,30,30,2.615334e+06
12,30,40,2.407176e+06
12,30,50,2.274398e+06
12,30,60,2.252864e+06
12,30,70,2.251238e+06
12,30,80,2.250818e+06
12,30,90,2.250818e+06
12,30,100,2.249578e+06
12,30,1,5.691353e+07
12,30,2,9.028501e+06
12,30,3,7.716336e+06
12,30,5,6.425637e+06
12,30,10,3.269107e+06
12,30,20,2.158601e+06
12,30,30,1.415194e+06
12,30,40,1.240658e+06
12,30,50,1.235238e+06
12,30,60,1.232153e+06
12,30,70,1.222502e+06
12,30,80,1.217856e+06
12,30,90,1.215212e+06
12,30,100,1.215212e+06
12,30,1,2.481496e+08
12,30,2,3.797870e+07
12,30,3,3.260484e+07
12,30,5,3.000873e+07
12,30,10,4.118708e+06
12,30,20,6.083232e+05
12,30,30,4.746391e+05
12,30,40,4.399310e+05
12,30,50,4.233053e+05
12,30,60,4.126235e+05
12,30,70,4.009881e+05
12,30,80,3.924506e+05
12,30,90,3.818905e+05
12,30,100,3.684533e+05
12,30,1,5.069485e+06
12,30,2,2.619630e+06
12,30,3,2.619630e+06
12,30,5,2.577667e+06
12,30,10,1.774428e+06
12,30,20,1.263247e+06
12,30,30,1.046604e+06
12,30,40,9.212425e+05
12,30,50,8.225699e+05
12,30,60,7.661655e+05
12,30,70,7.082140e+05
12,30,80,6.606512e+05
12,30,90,6.280014e+05
12,30,100,5.995791e+05
12,30,1,4.770072e+07
12,30,2,2.709642e+07
12,30,3,2.324242e+07
12,30,5,1.685748e+07
12,30,10,3.444166e+06
12,30,20,1.782045e+06
12,30,30,1.422619e+06
12,30,40,1.314172e+06
12,30,50,1.252565e+06
12,30,60,1.143995e+06
12,30,70,1.071399e+06
12,30,80,1.003644e+06
12,30,90,9.649278e+05
12,30,100,9.613547e+05
