funcid,dim,milestone,error
2,30,1,8.517422e+26
2,30,2,2.302458e+14
2,30,3,7.909967e+13
2,30,5,7.909967e+13
2,30,10,3.838250e+07
2,30,20,3.565000e+03
2,30,30,2.100000e+01
2,30,40,1.400000e+01
2,30,50,8.000000e+00
2,30,60,8.000000e+00
2,30,70,0.000000e+00
2,30,80,0.000000e+00
2,30,90,0.000000e+00
2,30,100,0.000000e+00
2,30,1,5.724561e+30
2,30,2,2.770263e+15
2,30,3,2.770263e+15
2,30,5,1.104752e+15
2,30,10,5.231909e+09
2,30,20,9.775530e+05
2,30,30,2.400000e+01
2,30,40,1.900000e+01
2,30,50,1.100000e+01
2,30,60,3.000000e+00
2,30,70,3.000000e+00
2,30,80,3.000000e+00
2,30,90,3.000000e+00
2,30,100,3.000000e+00
2,30,1,5.649467e+28
2,30,2,5.973839e+16
2,30,3,1.052160e+16
2,30,5,7.236346e+14
2,30,10,9.063098e+10
2,30,20,5.330160e+07
2,30,30,4.748000e+03
2,30,40,3.400000e+01
2,30,50,2.600000e+01
2,30,60,2.000000e+01
2,30,70,1.700000e+01
2,30,80,1.700000e+01
2,30,90,1.600000e+01
2,30,100,1.600000e+01
2,30,1,1.072296e+26
2,30,2,1.641554e+15
2,30,3,1.008861e+14
2,30,5,8.481416e+13
2,30,10,2.567221e+11
2,30,20,2.594771e+07
2,30,30,5.000000e+00
2,30,40,0.000000e+00
2,30,50,0.000000e+00
2,30,60,0.000000e+00
2,30,70,0.000000e+00
2,30,80,0.000000e+00
2,30,90,0.000000e+00
2,30,100,0.000000e+00
2,30,1,1.970222e+27
2,30,2,6.393626e+13
2,30,3,7.207048e+10
2,30,5,7.207048e+10
2,30,10,3.840400e+04
2,30,20,2.375000e+03
2,30,30,3.700000e+01
2,30,40,3.000000e+01
2,30,50,3.000000e+01
2,30,60,3.000000e+01
2,30,70,3.000000e+01
2,30,80,3.000000e+01
2,30,90,3.000000e+01
2,30,100,3.000000e+01
