funcid,dim,milestone,error
22,30,1,3.319774e+03
22,30,2,1.212375e+02
22,30,3,1.212375e+02
22,30,5,1.184358e+02
22,30,10,1.072091e+02
22,30,20,1.014672e+02
22,30,30,1.004139e+02
22,30,40,1.004139e+02
22,30,50,1.004139e+02
22,30,60,1.004139e+02
22,30,70,1.003586e+02
22,30,80,1.003586e+02
22,30,90,1.003586e+02
22,30,100,1.003586e+02
22,30,1,6.674880e+03
22,30,2,5.260348e+03
22,30,3,5.260348e+03
22,30,5,5.223068e+03
22,30,10,5.160387e+03
22,30,20,5.141594e+03
22,30,30,5.141228e+03
22,30,40,5.141200e+03
22,30,50,5.141194e+03
22,30,60,5.141193e+03
22,30,70,5.141193e+03
22,30,80,5.141193e+03
22,30,90,5.141193e+03
22,30,100,5.141193e+03
22,30,1,7.707688e+02
22,30,2,1.197415e+02
22,30,3,1.197415e+02
22,30,5,1.159841e+02
22,30,10,1.069589e+02
22,30,20,1.020107e+02
22,30,30,1.007260e+02
22,30,40,1.007054e+02
22,30,50,1.007054e+02
22,30,60,1.004901e+02
22,30,70,1.003816e+02
22,30,80,1.003816e+02
22,30,90,1.002495e+02
22,30,100,1.002495e+02
22,30,1,9.526349e+02
22,30,2,1.201380e+02
22,30,3,1.201380e+02
22,30,5,1.146652e+02
22,30,10,1.075554e+02
22,30,20,1.017377e+02
22,30,30,1.007992e+02
22,30,40,1.006647e+02
22,30,50,1.006647e+02
22,30,60,1.005903e+02
22,30,70,1.004196e+02
22,30,80,1.003496e+02
22,30,90,1.002746e+02
22,30,100,1.002746e+02
22,30,1,6.416337e+02
22,30,2,1.200193e+02
22,30,3,1.200193e+02
22,30,5,1.168062e+02
22,30,10,1.084929e+02
22,30,20,1.022903e+02
22,30,30,1.009695e+02
22,30,40,1.006726e+02
22,30,50,1.003809e+02
22,30,60,1.002404e+02
22,30,70,1.002404e+02
22,30,80,1.002404e+02
22,30,90,1.002404e+02
22,30,100,1.002404e+02
