funcid,dim,milestone,error
21,50,1,7.135230e+02
21,50,2,5.414910e+02
21,50,3,4.024154e+02
21,50,5,3.628893e+02
21,50,10,3.628893e+02
21,50,20,3.628893e+02
21,50,30,3.628893e+02
21,50,40,2.990055e+02
21,50,50,2.990055e+02
21,50,60,2.969157e+02
21,50,70,2.782287e+02
21,50,80,2.782287e+02
21,50,90,2.782287e+02
21,50,100,2.782287e+02
21,50,1,6.662008e+02
21,50,2,5.784987e+02
21,50,3,4.057392e+02
21,50,5,3.309425e+02
21,50,10,3.309425e+02
21,50,20,2.971096e+02
21,50,30,2.971096e+02
21,50,40,2.971096e+02
21,50,50,2.971096e+02
21,50,60,2.907180e+02
21,50,70,2.786994e+02
21,50,80,2.786994e+02
21,50,90,2.786994e+02
21,50,100,2.786994e+02
21,50,1,6.215935e+02
21,50,2,4.878383e+02
21,50,3,3.682955e+02
21,50,5,3.536168e+02
21,50,10,3.536168e+02
21,50,20,3.333369e+02
21,50,30,3.133609e+02
21,50,40,3.005149e+02
21,50,50,3.005149e+02
21,50,60,2.954995e+02
21,50,70,2.928009e+02
21,50,80,2.928009e+02
21,50,90,2.928009e+02
21,50,100,2.928009e+02
21,50,1,6.168868e+02
21,50,2,5.757459e+02
21,50,3,4.763675e+02
21,50,5,3.286068e+02
21,50,10,3.236004e+02
21,50,20,2.979612e+02
21,50,30,2.979612e+02
21,50,40,2.979612e+02
21,50,50,2.979612e+02
21,50,60,2.979612e+02
21,50,70,2.979612e+02
21,50,80,2.979612e+02
21,50,90,2.979612e+02
21,50,100,2.979612e+02
21,50,1,6.676174e+02
21,50,2,5.611227e+02
21,50,3,4.043765e+02
21,50,5,3.771618e+02
21,50,10,3.569240e+02
21,50,20,3.101924e+02
21,50,30,3.101924e+02
21,50,40,3.101924e+02
21,50,50,3.101924e+02
21,50,60,2.973561e+02
21,50,70,2.955079e+02
21,50,80,2.955079e+02
21,50,90,2.955079e+02
21,50,100,2.955079e+02
