funcid,dim,milestone,error
1,50,1,1.873331e+08
1,50,2,5.147902e+07
1,50,3,2.437961e+07
1,50,5,7.822145e+06
1,50,10,1.756163e+05
1,50,20,2.391581e+03
1,50,30,2.164328e+03
1,50,40,2.150151e+03
1,50,50,2.064457e+03
1,50,60,2.055620e+03
1,50,70,2.055620e+03
1,50,80,2.055620e+03
1,50,90,1.933446e+03
1,50,100,1.933446e+03
1,50,1,5.612185e+08
1,50,2,4.439355e+07
1,50,3,1.740940e+07
1,50,5,5.895507e+06
1,50,10,2.948162e+05
1,50,20,9.194569e+03
1,50,30,6.483403e+03
1,50,40,6.483403e+03
1,50,50,6.473517e+03
1,50,60,6.473517e+03
1,50,70,6.473517e+03
1,50,80,6.473517e+03
1,50,90,6.473517e+03
1,50,100,6.473517e+03
